,article,cat0,cat1,cat2
572,Battle_of_the_Santa_Cruz_Islands,History,World_War_II,
573,Battle_of_the_Somme_(1916),History,Military_History_and_War,
574,Battles_of_the_Mexican-American_War,History,Military_History_and_War,
575,Bay_Area_Rapid_Transit,Design_and_Technology,Railway_transport,
576,Bay_of_Bengal,Geography,General_Geography,
577,Beach,Geography,Geology_and_geophysics,
578,Bean,Everyday_life,Food_and_agriculture,
579,Bean,Science,Biology,Plants
580,Bear,Science,Biology,Mammals
581,Beatles_for_Sale,Music,Musical_Recordings_and_compositions,
582,Beaver,Science,Biology,Mammals
583,Bedbug,Science,Biology,Insects_Reptiles_and_Fish
584,Bede,History,British_History,British_History_1500_and_before_including_Roman_Britain
585,Bede,History,Historians_chroniclers_and_history_books,
586,Bee,Science,Biology,Insects_Reptiles_and_Fish
587,Beeching_Axe,Design_and_Technology,Railway_transport,
588,Beekeeping,Everyday_life,Food_and_agriculture,
589,Beekeeping,Everyday_life,Recreation,
590,Beep_(SWBLW),Design_and_Technology,Railway_transport,
591,Beer,Everyday_life,Drink,
592,Beet,Everyday_life,Food_and_agriculture,
593,Beet,Science,Biology,Plants
594,Beetle,Science,Biology,Insects_Reptiles_and_Fish
595,Behavioral_finance,Business_Studies,Economics,
596,Behistun_Inscription,History,Ancient_History_Classical_History_and_Mythology,
597,Beijing,Geography,Geography_of_Asia,
598,Beirut,Geography,Geography_of_the_Middle_East,
599,Belarus,Countries,,
600,Belarus,Geography,European_Geography,European_Countries
601,Belfast,Geography,Geography_of_Great_Britain,
602,Belgium,Countries,,
603,Belgium,Geography,European_Geography,European_Countries
604,Belize,Geography,Central_and_South_American_Geography,Central_and_South_American_Countries
605,Belize,Countries,,
606,Belton_House,Design_and_Technology,Architecture,
607,Ben-Hur_(1959_film),Everyday_life,Films,
608,Ben_Jonson,History,British_History,British_History_15001750
609,Ben_Jonson,People,Writers_and_critics,
610,Ben_Nevis,Geography,Geography_of_Great_Britain,
611,Bench_language,Language_and_literature,Languages,
612,Benin,Geography,African_Geography,African_Countries
613,Benin,Countries,,
614,Benito_Mussolini,People,Political_People,
615,Benito_Mussolini,History,World_War_II,
616,Benjamin_Britten,People,Performers_and_composers,
617,Benjamin_Britten,Language_and_literature,Poetry_and_Opera,
618,"Benjamin_Disraeli,_1st_Earl_of_Beaconsfield",History,British_History,British_History_17501900
619,"Benjamin_Disraeli,_1st_Earl_of_Beaconsfield",People,Political_People,
620,Benjamin_Franklin,People,Astronomers_and_physicists,
621,Benjamin_Franklin,People,Historical_figures,
622,Benjamin_Harrison,People,USA_Presidents,
623,Benjamin_Mountfort,Design_and_Technology,Architecture,
624,Benjamin_of_Tudela,History,Ancient_History_Classical_History_and_Mythology,
625,Benjamin_of_Tudela,History,Historians_chroniclers_and_history_books,
626,Benzene,Science,Chemistry,Chemical_compounds
627,Berber_languages,Language_and_literature,Languages,
628,Beriberi,Science,Biology,Health_and_medicine
629,Berkelium,Science,Chemistry,Chemical_elements
630,Berlin,Geography,European_Geography,
631,Berlin_Wall,History,Recent_History,
632,Bermuda,Geography,Central_and_South_American_Geography,Central_and_South_American_Countries
633,Bermuda,Countries,,
634,Bernard_Hinault,People,Sports_and_games_people,
635,Bertrand_Russell,People,Philosophers,
636,Beryllium,Science,Chemistry,Chemical_elements
637,Betelgeuse_incident,Design_and_Technology,Air_and_Sea_transport,
638,Bette_Davis,People,Actors_models_and_celebrities,
639,Bhutan,Geography,Geography_of_Asia,Asian_Countries
640,Bhutan,Countries,,
641,Bible,Religion,Religious_texts,
642,Bicycle,Design_and_Technology,Road_transport,
643,Bicycle_Thieves,Everyday_life,Films,
644,Big_Bang,Science,Physics,Space_Astronomy
645,Bill_Clinton,People,Political_People,
646,Bill_Gates,People,Computing_People,
647,Billie_Holiday,People,Performers_and_composers,
648,Binary_star,Science,Physics,Space_Astronomy
649,Binoculars,Design_and_Technology,Engineering,
650,Binomial_nomenclature,Science,Biology,General_Biology
651,Biodiesel,Design_and_Technology,Engineering,
652,Biodiesel,Citizenship,Environment,
653,Biodiversity,Citizenship,Environment,
654,Biodiversity,Science,Biology,General_Biology
655,Biofuel,Citizenship,Environment,
656,Bioinformatics,Science,Biology,General_Biology
657,Bioinformatics,IT,Software,
658,Biology,Science,Biology,General_Biology
659,Bionicle__Mask_of_Light,Everyday_life,Films,
660,Biosphere,Geography,Climate_and_the_Weather,
661,Biotechnology,Science,Biology,General_Biology
662,Bird,Science,Biology,Birds
663,Bird_migration,Science,Biology,Birds
664,Bird_of_prey,Science,Biology,Birds
665,Birmingham,Geography,Geography_of_Great_Britain,
666,Birth_control,Science,Biology,Health_and_medicine
667,Bismuth,Science,Chemistry,Chemical_elements
668,Bison,Science,Biology,Mammals
669,Bissau,Geography,African_Geography,
670,Björn_Borg,People,Sports_and_games_people,
671,Bjørnøya,Geography,European_Geography,
672,Black-backed_Jackal,Science,Biology,Mammals
673,Black-footed_Cat,Science,Biology,Mammals
674,Black-winged_Stilt,Science,Biology,Birds
675,Black_Death,History,General_history,
676,Black_Rhinoceros,Science,Biology,Mammals
677,Black_Robin,Science,Biology,Birds
678,Black_Sea,Geography,General_Geography,
679,Black_Seminoles,Geography,Peoples,
680,Black_Wildebeest,Science,Biology,Mammals
681,Black_hole,Science,Physics,Space_Astronomy
682,Black_panther,Science,Biology,Mammals
683,Black_pepper,Everyday_life,Food_and_agriculture,
684,Black_widow_spider,Science,Biology,Insects_Reptiles_and_Fish
685,Blackbird,Science,Biology,Birds
686,Blackcap,Science,Biology,Birds
687,Blackjack,Everyday_life,Games,
688,Blackpool,Geography,Geography_of_Great_Britain,
689,Blacktip_reef_shark,Science,Biology,Insects_Reptiles_and_Fish
690,Blade_Runner,Everyday_life,Films,
691,Blaise_Pascal,People,Mathematicians,
692,Blitzkrieg,History,World_War_II,
693,Blokus,Everyday_life,Games,
694,Blood_type,Science,Biology,Health_and_medicine
695,Blue_Jay,Science,Biology,Birds
696,Blue_Peter,Everyday_life,Television,
697,Blue_Tit,Science,Biology,Birds
698,Blue_Whale,Science,Biology,Mammals
699,Blue_Wildebeest,Science,Biology,Mammals
700,Blue_shark,Science,Biology,Insects_Reptiles_and_Fish
701,Bluegrass_music,Music,Musical_genres_styles_eras_and_events,
702,Bluetooth,Science,Physics,Electricity_and_Electronics
703,Bluetooth,Design_and_Technology,Engineering,
704,Boa,Science,Biology,Insects_Reptiles_and_Fish
705,Board_game,Everyday_life,Games,
706,Boat,Design_and_Technology,Air_and_Sea_transport,
707,Bob_Dylan,People,Performers_and_composers,
708,Bob_Marley,People,Performers_and_composers,
709,Bobcat,Science,Biology,Mammals
710,Body_mass_index,Science,Biology,Health_and_medicine
711,Bodyline,History,British_History,British_History_Post_1900
712,Bodyline,Everyday_life,Sports_events,
713,Boeing_747,Design_and_Technology,Air_and_Sea_transport,
714,Bog,Geography,Geology_and_geophysics,
715,Bogotá,Geography,Central_and_South_American_Geography,
716,Bohemian_Rhapsody,Music,Musical_Recordings_and_compositions,
717,Bohor_Reedbuck,Science,Biology,Mammals
718,Bohrium,Science,Chemistry,Chemical_elements
719,Bolivia,Geography,Central_and_South_American_Geography,Central_and_South_American_Countries
720,Bolivia,Countries,,
721,Bologna,Geography,European_Geography,
722,Boltysh_crater,Geography,European_Geography,
723,Bongo_(antelope),Science,Biology,Mammals
724,Bonobo,Science,Biology,Mammals
725,Bontebok,Science,Biology,Mammals
726,Booby,Science,Biology,Birds
727,Book,Language_and_literature,Literature_types,
728,Book_of_Common_Prayer,Religion,Religious_texts,
729,Book_of_Kells,Language_and_literature,General_Literature,
730,Boolean_logic,Mathematics,,
731,Borage,Science,Biology,Plants
732,Boris_Becker,People,Sports_and_games_people,
733,Boron,Science,Chemistry,Chemical_elements
734,Bosnia_and_Herzegovina,Countries,,
735,Bosnia_and_Herzegovina,Geography,European_Geography,European_Countries
736,"Boston,_Massachusetts",Geography,North_American_Geography,
737,Boston_RFC,Everyday_life,Sports_teams,
738,Boston_Terrier,Science,Biology,Mammals
739,Boston_and_Lowell_Railroad,Design_and_Technology,Railway_transport,
740,Botany,Science,Biology,Plants
741,Botswana,Geography,African_Geography,African_Countries
742,Botswana,Countries,,
743,Bottlenose_Dolphin,Science,Biology,Mammals
744,Boudica,History,British_History,British_History_1500_and_before_including_Roman_Britain
745,Boudica,People,Historical_figures,
746,Boundary_Waters_Canoe_Area_Wilderness,Geography,North_American_Geography,
747,Bourbonnais_train_accident,Design_and_Technology,Railway_transport,
748,Bouvet_Island,Geography,Antarctica,
749,Box_jellyfish,Science,Biology,Organisms
750,Boy_Scout,Citizenship,Community_organisations,
751,Boyle_Roche,History,British_History,British_History_17501900
752,Boyle_Roche,People,Historical_figures,
753,Boyle_Roche,People,Political_People,
754,Brabantian,Language_and_literature,Languages,
755,Brabham,Everyday_life,Sports_teams,
756,Brachiosaurus,Science,Biology,Dinosaurs
757,Brahman,Religion,Divinities,
758,Brain,Science,Biology,General_Biology
759,Bran,Everyday_life,Food_and_agriculture,
760,Brandon_Routh,People,Actors_models_and_celebrities,
761,Brasília,Geography,Central_and_South_American_Geography,
762,Brass_instrument,Music,Musical_Instruments,
763,Bratislava,Geography,European_Geography,
764,Brazil,Geography,Central_and_South_American_Geography,Central_and_South_American_Countries
765,Brazil,Countries,,
766,Bread,Everyday_life,Food_and_agriculture,
767,Breaker_Morant,People,Historical_figures,
768,Bretton_Woods_system,Business_Studies,Economics,
769,Brian_Close,People,Sports_and_games_people,
770,Bridge,Design_and_Technology,Engineering,
771,Brighton,Geography,Geography_of_Great_Britain,
772,Brisbane,Geography,Geography_of_Oceania_Australasia,
773,Bristol,Geography,Geography_of_Great_Britain,
774,British_East_India_Company,History,British_History,British_History_15001750
775,British_East_India_Company,Business_Studies,Companies,
776,British_Empire,History,British_History,
777,British_English,Language_and_literature,Languages,
778,British_House_of_Commons,Citizenship,Politics_and_government,
779,British_Indian_Ocean_Territory,Geography,Geography_of_Asia,Asian_Countries
780,British_Indian_Ocean_Territory,Countries,,
781,British_Isles,Geography,Geography_of_Great_Britain,
782,British_Isles_(terminology),History,British_History,
783,British_Isles_(terminology),Geography,Geography_of_Great_Britain,
784,British_Virgin_Islands,Geography,Central_and_South_American_Geography,Central_and_South_American_Countries
785,British_Virgin_Islands,Countries,,
786,British_monarchy,Citizenship,Politics_and_government,
787,Britney_Spears,People,Actors_models_and_celebrities,
788,Broadcasting,Citizenship,Media,
789,Bromine,Science,Chemistry,Chemical_elements
790,Bronze_Age,History,Ancient_History_Classical_History_and_Mythology,
791,Brothers_Grimm,People,Writers_and_critics,
792,Brown_trout,Science,Biology,Insects_Reptiles_and_Fish
793,Bruce_Lee,People,Actors_models_and_celebrities,
794,Bruce_Springsteen,People,Performers_and_composers,
795,Brunei,Geography,Geography_of_Asia,Asian_Countries
796,Brunei,Countries,,
797,Brush,Art,Art,
798,Brussels,Geography,European_Geography,
799,Brute_force_attack,IT,Cryptography,
800,Bryce_Canyon_National_Park,Geography,North_American_Geography,
801,Btrieve,IT,Software,
802,Bucharest,Geography,European_Geography,
803,Buckingham_Palace,Design_and_Technology,Architecture,
804,Buckminster_Fuller,People,Engineers_and_inventors,
805,Budapest,Geography,European_Geography,
806,Buddha,People,Religious_figures_and_leaders,
807,Buddhism,Religion,Religious_movements_traditions_and_organizations,
808,Buddhist_art,Art,Art,
809,Buenos_Aires,Geography,Central_and_South_American_Geography,
810,Buffy_the_Vampire_Slayer,Everyday_life,Television,
811,Bulgaria,Countries,,
812,Bulgaria,Geography,European_Geography,European_Countries
813,Bull_shark,Science,Biology,Insects_Reptiles_and_Fish
814,Burkina_Faso,Geography,African_Geography,African_Countries
815,Burkina_Faso,Countries,,
816,Burundi,Geography,African_Geography,African_Countries
817,Burundi,Countries,,
818,Bushbuck,Science,Biology,Mammals
819,Bushpig,Science,Biology,Mammals
820,Business,Business_Studies,Business,
821,Butter,Everyday_life,Food_and_agriculture,
822,Button,Design_and_Technology,Engineering,
823,Byzantine_Empire,History,General_history,
824,C++,IT,Computer_Programming,
825,Cædmon,People,Writers_and_critics,
826,Côte_d'Ivoire,Geography,African_Geography,African_Countries
827,Côte_d'Ivoire,Countries,,
828,C._S._Lewis,People,Writers_and_critics,
829,CF7,Design_and_Technology,Railway_transport,
830,CPU_cache,IT,Computing_hardware_and_infrastructure,
831,CS_gas,Science,Chemistry,Chemical_compounds
832,Cactus,Science,Biology,Plants
833,Cadmium,Science,Chemistry,Chemical_elements
834,Caesar_cipher,IT,Cryptography,
835,Caesium,Science,Chemistry,Chemical_elements
836,Caesium_fluoride,Science,Chemistry,Chemical_compounds
837,Cai_Lun,People,Engineers_and_inventors,
838,Cairo,Geography,African_Geography,
839,Cairo,Geography,Geography_of_the_Middle_East,
840,Calcite,Geography,Mineralogy,
841,Calcium,Science,Chemistry,Chemical_elements
842,Calcium_chloride,Science,Chemistry,Chemical_compounds
843,Calculus,Mathematics,,
844,Calgary,Geography,North_American_Geography,
845,California,Geography,North_American_Geography,
846,California_Southern_Railroad,Design_and_Technology,Railway_transport,
847,Californium,Science,Chemistry,Chemical_elements
848,Calligraphy,Art,Art,
849,Caloris_Basin,Science,Physics,Space_Astronomy
850,Calvin_Coolidge,People,USA_Presidents,
851,Calvin_and_Hobbes,Everyday_life,Cartoons,
852,Camarasaurus,Science,Biology,Dinosaurs
853,Cambodia,Geography,Geography_of_Asia,Asian_Countries
854,Cambodia,Countries,,
855,Cambrian,Geography,Geology_and_geophysics,
856,Cambrian_explosion,Geography,Geology_and_geophysics,
857,Cambridge,Geography,Geography_of_Great_Britain,
858,Camel,Science,Biology,Mammals
859,Cameroon,Geography,African_Geography,African_Countries
860,Cameroon,Countries,,
861,Canada,Countries,,
862,Canada,Geography,North_American_Geography,
863,Canada_Goose,Science,Biology,Birds
864,Canadian_Charter_of_Rights_and_Freedoms,Citizenship,Law,
865,Canadian_English,Language_and_literature,Languages,
866,Canadian_House_of_Commons,Citizenship,Politics_and_government,
867,Canadian_Pacific_Railway,Design_and_Technology,Railway_transport,
868,Canadian_Senate,Citizenship,Politics_and_government,
869,Canadian_football,Everyday_life,Sports,
870,Canal,Design_and_Technology,Engineering,
871,Canaletto,People,Artists,
872,Canberra,Geography,Geography_of_Oceania_Australasia,
873,Cancer,Science,Biology,Health_and_medicine
874,Cane_Toad,Science,Biology,Insects_Reptiles_and_Fish
875,Canola,Everyday_life,Food_and_agriculture,
876,Canterbury,Geography,Geography_of_Great_Britain,
877,Canterbury_Cathedral,Design_and_Technology,Architecture,
878,Canute_the_Great,History,British_History,British_History_1500_and_before_including_Roman_Britain
879,Canute_the_Great,People,Monarchs_of_Great_Britain,
880,Capacitance,Science,Physics,Electricity_and_Electronics
881,Cape_Canaveral,Science,Physics,Space_transport
882,Cape_Horn,Geography,Central_and_South_American_Geography,
883,Cape_Lion,Science,Biology,Mammals
884,Cape_Porcupine,Science,Biology,Mammals
885,Cape_Town,Geography,African_Geography,
886,Cape_Verde,Geography,African_Geography,African_Countries
887,Cape_Verde,Countries,,
888,Capital,Citizenship,Politics_and_government,
889,Capitalism,Citizenship,Politics_and_government,
890,Capitoline_Triad,Religion,Divinities,
891,Captain_Marvel_(DC_Comics),Everyday_life,Cartoons,
892,Caracas,Geography,Central_and_South_American_Geography,
893,Caratacus,History,British_History,British_History_1500_and_before_including_Roman_Britain
894,Caratacus,People,Historical_figures,
895,Caravaggio,People,Artists,
896,Carbon,Science,Chemistry,Chemical_elements
897,Carbon_dioxide,Science,Chemistry,Chemical_compounds
898,Carboniferous,Geography,Geology_and_geophysics,
899,Carcinus_maenas,Science,Biology,Organisms
900,Card_game,Everyday_life,Games,
901,Cardiff,Geography,Geography_of_Great_Britain,
